title,artist,like_cnt,lyrics
다시 사랑한다면 (니글니글 버터플라이),김필(Kim Feel),"11,688","다시 태어난다면 다시 사랑한다면 
그때는 우리 이러지 말아요 
조금 덜 만나고 조금 덜 기대하며 
많은 약속 않기로 해요 

다시 이별이 와도 서로 큰 아픔 없이 
돌아설 수 있을 만큼 
버려도 되는 가벼운 추억만 
서로의 가슴에 만들기로 해요 

이젠 알아요 너무 깊은 사랑은 
외려 슬픈 마지막을 가져 온다는 걸 
그대여 빌게요 다음 번의 사랑은 
우리 같지 않길 부디 아픔이 없이 
나~
꼭 나보다 더 행복해져야만 해 

많은 시간이 흘러 서로 잊고 지내도 
지난 날을 회상하며 
그 때도 이건 사랑이었다고 
말할 수 있다면 그걸로 된 거죠 

이젠 알아요 너무 깊은 사랑은 
외려 슬픈 마지막을 가져 온다는 걸 
그대여 빌게요 다음 번의 사랑은 
우리 같지 않길 부디 아픔이 없이 

이젠 알아요 영원할 줄 알았던 
그대와의 사랑마저 날 속였다는 게 
그보다 슬픈 건 나 없이 그대가 
행복하게 지낼 먼 훗날의 모습 
나~
내 마음을 하늘만은 알기를"
거리에서,성시경,"87,372","네가 없는 거리에는
내가 할일이 없어서
마냥 걷다 걷다보면 
추억을 가끔 마주치지.

떠오르는 너의 모습 
내 살아나는 그리움 한번에
참 잊기 힘든 사람이란 걸 
또 한 번 느껴지는 하루

어디쯤에 머무는지 
또 어떻게 살아가는지
걷다보면 누가 말해줄 것 같아

이 거리가 익숙했던 
우리 발걸음이 나란했던
그리운 날들 오늘밤 나를 찾아온다

널 그리는 널 부르는 내 하루는
애태워도 마주친 추억이 반가워
날 부르는 목소리에 돌아보면
텅 빈 거리 어느새 수많은 네 모습만 가득해

막다른 길 다다라서 
낯익은 벽 기대보며
가로등 속 환히 비춰지는 
고백하는 네가 보여

떠오르는 그때 모습 
내 살아나는 설레임 한번에
참 잊기 힘든 순간이란 걸 
또 한 번 느껴지는 하루

아직 나를 생각할지 
또 그녀도 나를 찾을지
걷다보면 누가 말해줄 것 같아

이 거리가 익숙했던 
우리 발걸음이 나란했던
그리운 날들 오늘밤 나를 찾아온다

널 그리는 널 부르는 내 하루는
애태워도 마주친 추억이 반가워
날 부르는 목소리에 돌아보면
텅 빈 거리 어느새 수많은 네 모습만 가득해

부풀은 내 가슴이 밤하늘에 외쳐본다
이 거리는 널 기다린다고

널 그리는 널 부르는 내 하루는
애태워도 마주친 추억이 반가워
날 부르는 목소리에 돌아보면
텅 빈 거리 어느새 수많은 네 모습만 가득해"
Popcorn,도경수(D.O.),"1,244","처음 만난 그날의 장면
참 나답지 않던 그 떨림
무표정히 서 있던 날 잊은 듯
맘 설레게 했던 예쁜 웃음 
봄날처럼 포근한 눈빛
언 내 맘을 녹였던가 봐
두 눈에 씌워진 콩깍지처럼
너의 모든 순간이 예뻐 보여

그대가 내게 준 설렘이죠

첨 그날처럼
그댈 보면 행복해져
떨림을 잊었던 맘도
터질 듯 설레 마치 Popcorn 
달콤해진 맘이 매일
Popcorn처럼 튀는 느낌
달디단 당신의 말도
터질 듯 설레 마치 Popcorn 

매일의 새로운 면도
어느새 익숙한 면도
사랑스럽게만 보이는 맘 
당신과도 나누고 싶은 이 맘

""펑"" 하고 터질 것 같은 기분

첨 그날처럼
그댈 보면 행복해져
떨림을 잊었던 맘도
터질 듯 설레 마치 Popcorn 
달콤해진 맘이 매일
Popcorn처럼 튀는 느낌
달디단 당신의 말도
터질 듯 설레 마치 Popcorn

터질 듯 설레 마치 Popcorn 

믿을 수 없어
매일같이 행복해져
둘만의 모든 순간도
터질 듯 설레 마치 Popcorn 
사랑이란 봄꽃잎이
걸음마다 휘날리지
함께할 모든 순간도
터질 듯 설레 마치 Popcorn"
운이 좋았지,권진아,"6,426","나는 운이 좋았지
다른 사람들은
그렇게 어려운 이별을 한다는데
나는 운이 좋았지
말 한마디로
끝낼 수 있던 사랑을 했으니까
나는 운이 좋았지
서서히 식어간 기억도
내게는 없으니
나는 운이 좋았지
한없이 사랑한 날도
우리에겐 없던 것 같으니
나는 운이 좋았지
스친 인연 모두
내게 많은 것들을 가르쳐줬으니
후회는 하지 않아
덕분에 나는
조금 더 나은 사람이 되었으니까
참 많이도 아팠지
혼자서 울음을 삼킨 날도 정말 많았지
이젠 웃어 보일게
긴 터널이 다 지나가고
단단한 마음을 갖게 됐으니
아주 자잘한 후회나 여운도
내게 남겨 주지 않았으니
나는 운이 좋았지
내 삶에서 나보다도
사랑한 사람이 있었으니
내게 불었던 바람들 중에
너는 가장 큰 폭풍이었기에
그 많던 비바람과
다가올 눈보라도
이제는 봄바람이 됐으니
나는 운이 좋았지
나는 운이 좋았지
나는 운이 좋았지
넌 내게 전부였지
나는 운이 좋았지
내 삶에서 나보다도
사랑한 사람이 있었으니"
눈의 꽃,"박효신
											CONNECT 아티스트","20,466","어느새 길어진 그림자를 따라서
땅거미 진 어둠 속을 그대와 걷고 있네요
손을 마주 잡고 그 언제까지라도
함께 있는 것만으로 눈물이 나는 걸요

바람이 차가워 지는 만큼 
겨울은 가까워 오네요
조금씩 이거리 그 위로 
그대를 보내야 했던 계절이 오네요

지금 올해의 첫 눈꽃을 바라보며
함께 있는 이 순간에
내 모든걸 당신께 주고 싶어 
이런 가슴에 그댈 안아요
약하기만 한 내가 아니에요 
이렇게 그댈 사랑하는데
그저 내 맘이 이럴 뿐인거죠

그대 곁이라면 또 어떤 일이라도
할 수 있을 것만 같아
그런 기분이 드네요
오늘이 지나고 또 언제까지라도
우리 사랑 영원하길 기도하고 있어요

바람이 나의 창을 흔들고
어두운 밤마저 깨우면
그대 아픈 기억마저도
내가 다 지워줄게요 환한 그 미소로

끝없이 내리는 새하얀 눈꽃들로 
우리 걷던 이 거리가
어느새 변한 것도 모르는 체 
환한 빛으로 물들어 가요
누군가를 위해 난 살아갔나요
무엇이든 다 해주고 싶은 
이런게 사랑인줄 배웠어요

혹시 그대 있는 곳 어딘지 알았다면
겨울 밤 별이 돼 그대를 비췄을 텐데
웃던 날도 눈물에 젖었던 슬픈 밤에도
언제나 그 언제나 곁에 있을게요

지금 올해의 첫 눈꽃을 바라보며
함께 있는 이 순간에 
내 모든걸 당신께 주고 싶어 
이런 가슴에 그댈 안아요
울지 말아요 나를 바라봐요 
그저 그대의 곁에서
함께 있고 싶은 맘뿐이라고 
다신 그댈 놓지 않을 테요

끝없이 내리며 우릴 감싸온 
거리 가득한 눈꽃 속에서
그대와 내 가슴에 조금씩 
작은 추억을 그리네요
영원히 내 곁에 그대 있어요"
사계 (Four Seasons),태연 (TAEYEON),"16,143","사계절이 와 그리고 또 떠나
내 겨울을 주고 또 여름도 주었던
온 세상이던 널 보낼래
정말 너를 사랑했을까?
언제야 봄이던가
맞아 그땐 한참 서로가
셰익스피어의 연극 같은
마지막이 될 사랑 마주한 듯
둘밖에 안 보였나 봐
다른 걸 좀 보고파
I gave you the world
너만이 전부라
내 겨울을 주고 또 여름도 주었지
뜨겁고 차갑던 그 계절에
정말 너를 사랑했을까?
내가 너를 사랑했을까?
서로를 그리워했고
서로를 지겨워하지
그 긴 낮과 밤들이
낡아 녹슬기 전에
우리 다시 반짝이자
또 계절이 바뀌잖아
I gave you the world
너만이 전부라
내 겨울을 주고 또 여름도 주었지
뜨겁고 차갑던 그 계절에
정말 너를 사랑했을까?
내가 너를 사랑했을까?
가도 돼 뒤돌아볼 때쯤엔 난 없어
우리 꽤 괜찮았어
그거면 된 거야 떠날 때
사계절이 와 그리고 또 떠나
내 겨울을 주고 또 여름도 주었던
온 세상이던 널 보낼래
정말 너를 사랑했을까?
내가 너를 사랑했을까?
내가 너를 사랑했을까?"
밤편지,아이유(IU),"40,337","이 밤 그날의 반딧불을 
당신의 창 가까이 보낼게요
음 사랑한다는 말 이에요

나 우리의 첫 입맞춤을 떠올려
그럼 언제든 눈을 감고 
음 가장 먼 곳으로 가요

난 파도가 머물던 모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아 
늘 그리워 그리워

여기 내 마음속에 
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말 이에요

어떻게 나에게 그대란 행운이 온 걸까
지금 우리 함께 있다면 아 얼마나 좋을까요

난 파도가 머물던 모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
또 그리워 더 그리워

나의 일기장 안에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말

이 밤 그날의 반딧불을 당신의
창 가까이 띄울게요
음 좋은 꿈 이길 바라요"
봄이 와도,로이킴,939,"내가 가는 길마다
예쁘게 피어 있던 꽃들을 보며
참 많이 웃었고, 참 많이 울었지
마치 온 세상을 다 가진 것 같았어
그러다 내가 시들어 갈 때면
그 꽃들은 온데간데없었고
그저 내게 남아있던 건
항상 나의 곁에 있어줬지만
보지 못했던 너
봄이 와도
설레지 않을 것이고
여름이 와도
나는 흔들리지 않을 거야
가을이 오면
무너지지 않고 견뎌 왔음에 감사하며
겨울엔 나를 지켜 줬던 그대만을
내 맘에 새길 거야
내가 주는 사랑은
그렇게 쉽게 없어지지 않기에
그 모진 말들과 이해하려는 노력 속에
나는 그렇게 너로 인해 숨을 쉰 거야
이렇게 너는 나의 우주야
지금처럼만 빛나는 거야
더 커다란 기대보다는
그저 함께 있음에 감사하며
잊지 않는 거야
봄이 와도
설레지 않을 것이고
여름이 와도
나는 흔들리지 않을 거야
가을이 오면
무너지지 않고 견뎌 왔음에 감사하며
겨울엔 나를 지켜 줬던 그대만을 그대만을
봄이 와도
설레지 않을 것이고
여름이 와도
나는 흔들리지 않을 거야
가을이 오면
무너지지 않고 견뎌 왔음에 감사하며
겨울엔 나를 지켜 줬던 그대만을
내 맘에 새길 거야"
오래된 노래,스탠딩 에그(Standing Egg),"13,270","오래전에 함께듣던 노래가
발걸음을 다시 멈춰서게 해
이 거리에서 너를 느낄수있어
널 이곳에서 꼭다시 만날것같아

너일까봐 한번더 바라보고
너일까봐 자꾸 돌아보게 돼
어디선가 같은 노래를 듣고
날 생각하며 너역시 멈춰있을까

오래전에 함께듣던 노래가
거리에서 내게 우연히 들려온것처럼 
살아가다 한번쯤 우연히 만날것같아
사랑했던 그모습 그대로

내 사랑이 그대로인것처럼
발걸음이 여길 찾는것처럼
꼭 만날꺼야 지금 이노래 처럼
날 사랑하는 네맘도 같을테니까

오래전에 함께듣던 노래가
거리에서 내게 우연히 들려온것처럼
살아가다 한번쯤 우연히 만날것같아
사랑했던 그모습 그대로

운명처럼 아니면 우연처럼
우리가 다시 예전처럼 만날수 있다면
너에게 나 해주고 싶은 말이 하나있어
널다시는 놓치지 않을께

오래전에 함께듣던 노래가
거리에서 내게 우연히 들려온것처럼
살아가다 한번쯤 우연히 만날것같아
사랑했던 그모습 그대로"
To Forget,Yale Lee,6,"술잔에 너를  가득 담아
잊으려고 너를 잊으려고
한 모금씩 또 한 모금씩

술이 아닌 눈물로 빈 잔을 채워
추억을 떠올려 마주할 때
한 잔에 담긴 니 이름
다시 또 반복되는
생각 속 그리움에 빠진 내 모습

One drink at a time trying to forget
술잔 속에 담긴 이별의 아픔
One drink at a time trying to forget
너를 잊으려 해도 막을 수 없는 그 울음

가로등 불빛 아래에서
지우려고 너를 지우려고
한 걸음씩 또 한 걸음씩
술이 아닌 눈물로
골목을 기억을 떠올려 마주할 때
한 잔에 담긴 니 이름
다시 또 반복된 기억 속에

다시 again a time trying to forget
술잔 속에 담긴 이별의 아픔
One drink at a time trying to forget
너를 잊으려 해도 막을 수 없는 그 울음

술 한 잔 마시고 나면 모든 게 사라질까
너와의 추억에 취할 거 같아
한 잔 더 마셔도 그리움은 끝나지 않아
끝없는 길을 걷고 있는 걸까

One drink at a time trying to forget
술잔 속에 담긴 이별의 아픔


One drink at a time trying to forget
술잔 속에 담긴 이별의 아픔
One drink at a time trying to forget
너를 잊으려 해도 막을 수 없는 그 울음"
너였다면,정승환,"24,108","왜 너에겐 그렇게 어려운지 
애를 쓰는 나를 제대로 봐주는 게

너 하나에 이토록 
아플 수 있음에 놀라곤 해
고단했던 하루 
나는 꿈을 꿔도 아파

너였다면 어떨 것 같아 
이런 미친 날들이 
네 하루가 되면 말야

너도 나만큼 혼자 
부서져 본다면 알게 될까
가슴이 터질 듯 
날 가득 채운 통증과 
얼마나 너를 원하고 있는지
내가 너라면 그냥 날 사랑할 텐데

내 가슴은 한없이 바닥까지 
나를 둘러싸는 모든 게 두려워져

다 사랑에 빠지면 
행복한 거라니 누가 그래
뒷모습만 보는 그런 사랑하는 내게

너였다면 어떨 것 같아 
이런 미친 날들이 
네 하루가 되면 말야

너도 나만큼 
혼자 부서져 본다면 알게 될까
가슴이 터질 듯 날 가득 채운 통증과 
얼마나 너를 원하고 있는지
내가 너라면 그냥 날 사랑할텐데

이미 너는 내게 대답한 걸 알아 
대답 없는 대답의 의미
다 알면서도 난 모르는 척 맴도는데

요즘 나는 어떤 줄 아니 
편히 잠을 잘 수도 
뭘 삼켜낼 수도 없어

널 바라보다 
점점 망가져 가는 날 알긴 할까
죽을 것 같아도 
넌 내게 올 리 없대도 
딴 곳만 보는 너란 걸 알아도
그런 너를 난 놓을 순 없을 것 같아"
거짓말의 반대말만 할게요,이창섭,123,"그댄 내 앞에 서 있네요 잘 다녀와 주었죠
긴 시간을 기다린 나의 품으로
어떻게 울고 있는 얼굴도 아름다울 수 있죠
또 설레고 말게
나는 그대가 진 무거운 짐 내려놓을 집이죠
고단했던 만큼 편히 쉬어요
우리 사랑해요 지금 이대로
내 말 들어줘요 아무것도 섞이지 않은 진심을
거짓말의 반대말만 할게요 나는요
세상의 끝까지 그댈 사랑해
곁에 그대라면 둘이라면 어디든 갈게요
천국보다 낯선 곳이라 해도
우리 사랑해요 지금 이대로
내 말 들어줘요 아무것도 섞이지 않은 진심을
거짓말의 반대말만 할게요 나는요
세상의 끝까지 그댈 사랑해
두 번 다신 내게서 한 뼘도 멀지 말아요
한순간이라도 이젠
우리 사랑해요 언제까지나
모든 계절에서 내 온기로 그댄 꽃으로 피어요
거짓말의 반대말만 할게요 그래요
나는 아주 많이 그댈 사랑해"
눈 (Feat. 이문세),Zion.T,"10,700","내일 아침 하얀 눈이
쌓여 있었으면 해요
그럼 따뜻한 차를 한 잔
내려드릴게요
계속 내 옆에만 있어 주면 돼요
약속해요
눈이 올까요
우리 자는 동안에
눈이 올까요
그대 감은 눈 위에
눈이 올까요
아침 커튼을 열면 눈이 올까요
서두르지 마요 못다 한
얘기가 있어요
잠이 들고 나면 오늘은
어제가 되어버려요
계속 내 곁에만 있어 주면 돼요
약속했죠
눈이 올까요
우리 자는 동안에
눈이 올까요
그대 감은 눈 위에
눈이 올까요
아침 커튼을 열면 눈이 올까요
잘 봐요 밖이 유난히 하얗네요
눈 눈이 와요
눈 눈이 와요
눈이 와요
눈이 와요
창밖에도 눈이 와요
어제 우리 말한 대로
차를 한 잔 내려드릴게요"
남자를 몰라,버즈,"70,265","매번 늦어도 이해할게
누굴 만났니 먼저 묻지 않을게
고집스런 내 사랑
너의 말은 변명이라도 믿고 싶을테니
눈 비비는척 눈물 닦아내고
다음 약속도 잡을 이유 만들지
니 맘보다 한숨과 친해져도
널 보기위해 난 사니까
수 없이 어긋난대도 기다릴게
아무리 가슴 아파도 웃어볼게
떠나선 안돼 서둘러 저버리진 마
날 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 널 지킬 남자를 몰라
잊어보려고 해도 소용없어
하루도 못가 너만 또 찾는 나인걸
혼자가 더 좋다는 슬픈 니 말
눈물이 자꾸 지워버려
수 없이 어긋난대도 기다릴게
아무리 가슴아파도 웃어볼게
떠나선 안 돼 서둘러 저버리진 마
날 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 널 지킬 남자를 몰라
니 맘에 누가 있든 괜찮아
한번쯤 못이긴 척 돌아봐
보여줄게 더 많아 쉽게 보낼 수 없어 가지마
널 원해야만 견뎌내는 내 가슴이야
날마다 울어도 볼 때마다 행복해
왜 너만 몰라 왜 강한 내 사랑을 몰라"
그리워하다,비투비,"18,820","My life is incomplete
It's missing you
오늘도 하루를 보내 다를 게 없이
하나도 안 어색해 혼자 있는 게
너 없인 안될 것 같던 내가 이렇게 살아
근데 좀 허전해 난 여전히 거기 있나 봐
후련하게 다 털어내 다 다
지난 일에 마음 쓰는 게 it's alright
답이 잘 보이는가 싶다가도
어느새 날 가두는 감옥이 돼
시간은 앞으로만 가는 걸 어째
그동안 난 아무것도 이룬 것이 없네
아직도 내 마음속엔 너 oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
다 괜찮을 거라 되뇌어 봐도
내 하루에 끝엔 또 너로 남아
너 없인 안될 것 같던 내가 이렇게 살아
사실 좀 허전해 넌 여전히 여기 있나 봐
내 마음은 여전해 아직 너를 원해
몇 년이 지나도 난 아직 널 그리워해
난 아직 기억해 우리 처음 봤을 때
네 옷차림과 머리 스타일도 다 정확하게
I pray for you every night and day
I hope that someday soon
I can see you once again
아직도 내 마음속엔 너 oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
잠에서 깨어 헝클어진 머리처럼
내 일상도 꽤나 엉망이 돼버렸어 책임져
아무렇지 않은 척 드리워진 표정도
내 모든 곳에 스며든 네 흔적도 다 책임져
아직도 난 잊을 수 없나 봐
다시 돌아와 줘
또다시 같은 엔딩이라 해도 너
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
너를 잊으려 하다 하루가 지나가도
너를 지우려 하다 일 년이 가버려도
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
그리워하다 그리워하다"
우리들의 블루스,임영웅,"9,546","잊지는 말아요 함께 했던 날들
눈물이 날 때면 그대 뒤를 돌아보면 돼요
아프지 말아요 쓸쓸한 마음에
힘든 일이 참 많았죠 그대에겐
내가 곁에 있을게요
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
그땐 미소 짓겠죠 작은 행복까지 모두
외롭고 지칠 때 손잡아 줄게요
슬픔이 짙어질 때면 위로해 줄
그 한 사람이 될게요
그대 부디 울지 말아요
슬퍼 말아요
그대에게 빛이 될게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
폭풍 속에 혼자 남아 헤매도 오
길이 되어 지킬게요 그대
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
어두운 길을 밝게 비추는
그대의 빛이 될게요"
"그대가 있는 곳, 언제 어디든",로이킴,794,"아주 멀리에서도
그대가 보이죠
나를 보고 웃으며
손을 흔드네요
다가와서 내 품에
안기는 그대를
항상 웃게 하고 싶어요
그대 어떤 하루도
내게 기대 쉴 수 있길 바래요
그대가 있는 곳 언제 어디든
함께 할게요
어떤 순간이 와도
내 곁에서
항상 웃을 수 있게
내가 이렇게 약속할게요
그대 얼굴에 짙은
그림자가 지면
내 마음은 하루 종일
비가 내리죠
그대 때문에 나는
울고 웃게 돼요
내 모든 맘은
그대 안에 있어요
그대 어떤 하루도
내게 기대 쉴 수 있길 바래요
그대가 있는 곳 언제 어디든
함께 할게요
어떤 순간이 와도
내 곁에서
항상 웃을 수 있게
내가 이렇게 약속할게요
살다가 우리 앞에
어떤 날이 와도
지금 잡은 손
놓지 않을 거죠
그대가 있어서 나는
내일을 꿈꾸게 된 거 같아요
그대는 알까요
내가 얼마나
사랑하는지
나의 세상에 불쑥
들어와줘서 그대 고마워요
오래 머물러요 내 안에서
어떤 날이 와도
우리 행복할 거예요"
달랐을까,PLAVE,"2,948","꽃이 지고 서야
그제서야
봄인 줄 알았네

너무 당연하듯
내 곁에 있어서
그래서

니가 떠나고야
그제서야
사랑인 줄 알았네

너무 당연하게
내 옆에 있어서
그래서

그때 널 붙잡았다면
더 웃어줬더라면 우리
달랐을까

그때 널 안아줬다면
네 손 놓지 않았다면 우리
행복했던 그때로
돌아갈 수 있을까

니가 떠나고야
그제서야
이별인 줄 알았어

너의 빈자리가
한없이 길어서
그래서

그때 널 붙잡았다면
더 웃어줬더라면 우리
달랐을까

그때 널 안아줬다면
네 손 놓지 않았다면 우리
행복했던 그때로 돌아갈 수 있을까

이제 와 수많은 가정을 해봐도
달라지지 않을 걸 잘 알지만
자꾸 그때가 떠올라서 난
또 이렇게 후회하고 있어

널 붙잡았다면 
더 아껴줬더라면 우리
달랐을까

다시 널 볼 수 있다면
아직 늦지 않았다면 우리
사랑했던 그때로 돌아갈 수 있을까"
사막에서 꽃을 피우듯,우디(Woody),"1,901","아침에 눈 뜨는 게 너무 행복해졌어
널 사랑한다 말할 수 있어서 하늘에 감사해
⠀
네 번의 계절을 너와 함께할게
평생토록 더 오래도록 더 영원토록
⠀
음악처럼 꿈처럼
매일 새롭게 사랑을 주고 싶어
지금처럼 곁에 있어 주기를 언제나
⠀
사막에서 꽃을 피우듯 널 만난 건 기적인 걸
설렘이 사라지더라도 이 사랑을 지켜줄게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
한 걸음 한 걸음
어둡지 않게 내가 널 비춰줄게
지금처럼 곁에 있어 주면 돼 언제나
⠀
사막에서 꽃을 피우듯 널 만난 건 기적인 걸
설렘이 사라지더라도 이 사랑을 지켜줄게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
너와 함께하는 이 시간이
조금만 더 천천히 흘러가길
⠀
어떤 날엔 웃게 해 줄게
좋은 날엔 더 안아줄게
슬픈 날엔 그냥 울어도 돼
내가 더 노력할게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
언제나 네 곁에 있을게"
"밤, 바다",최유리,"1,497","우린 고요한 밤바다를 좋아했지
소란한 맘을 감춰줬으니
낮게 부서지는 잔잔한 노래에
가끔 한숨을 잊기도 했지

내게 불어온 바람은 퍽 차가웠지
이미 많은 걸 놓쳐 버렸지
지친 나무 틈에 몸을 숨기기엔
너무 커버린 내가 미웠지

문득 돌아보면 그날에 네 마음이
내겐 얼마나 큰 위로였는지

가끔은 넘어질 거야
오늘은 괜찮을 거야
흐트러진 마음을 쏟아내도 괜찮아

내가 옆에 있을게
넌 말없이 그냥 울어도 돼
흐린 맘이 남지 않게
내가 너의 바다가 되어줄게

나도 몰랐었던 그날의 내 마음에
너는 얼마나 큰 힘이 됐는지

가끔은 넘어질 거야
오늘은 괜찮을 거야
흐트러진 마음을 쏟아내도 괜찮아

내가 옆에 있을게
넌 말없이 그냥 울어도 돼
흐린 맘이 남지 않게
내가 너의 바다가 되어줄게

조금 늦어져도 괜찮아
쉬어가도 좋아
내가 너를 사랑할게

다시 아침이 오면
조금은 괜찮을 거야
하루만큼 우리가 어른이 됐으니까

내가 옆에 있을게
넌 말없이 내게 기대도 돼
지친 맘이 닿는 곳에
내가 너의 그 밤이 되어줄게

고마웠어 내 어린 밤들아"
나무,카더가든,"6,307","인사 하네요 근심없게
나 아름다운 방식으로
무딘 목소리와
어설픈 자국들
날 화려하게 장식해줘요
그대 춤을 추는 나무 같아요
그 안에 투박한 음악은 나예요
네 곁에만 움츠린
두려움들도
애틋한 그림이 되겠죠
그럼 돼요
웃어 줄래요 사진처럼
수줍은 맘이 다 녹아내리게
무력한 걸음과
혼잡한 TV 속
세상없이 또 울기도 해요
그대 춤을 추는 나무 같아요
그 안에 투박한 음악은 나예요
네 곁에만 움츠린
두려움들도
애틋한 그림이 되겠죠
그럼 돼요
밤새 모아둔 아스라이 쌓인
고운 마음도 다 가져가세요
언제든 꺼내 볼 수 있죠
그대 춤을 추는 나무 같아요
그 안에 투박한 음악은 나예요
네 곁에만 움츠린
두려움들도
애틋한 그림이 되겠죠
그럼 돼요"
...사랑했잖아...,린(LYn),"44,268","나만 원한다 했던 말도
지켜준다던 약속들도
아무렇지 않은 표정으로 버리고 있잖아
너만 바라본 많은 날들
물거품이 돼버린 오늘
또 아무렇지 않게 웃고있을 너잖아
정말 좋았잖아 행복했었잖아
가슴아픈 그런 일들도 견뎌냈던 우리잖아
제발 그러지마라
아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낮설만큼 차가운
니 목소릴 들어도 오
바보처럼 난 너를 못잊어 이렇게
알면서도 시작한 만남
그녀에게 미안한 맘만
하루하루 지날수록 커진 내 헛된 욕심들
많이 부담스러웠겠지
니 자릴 찾으려 했겠지
난 알고 있었어 닫혀진 너의 마음을 음
정말 좋았잖아 행복했었잖아
가슴아픈 그런 일들도 견뎌냈던 우리잖아
제발 그러지마라
아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낮설만큼 차가운 니 목소릴 들어도 오
바보처럼 난 니가 행복하길 바래
다시 나에게 돌아올 기회가 온다면
놓치지 않을텐데
니손 꼭 잡을텐데
니가 원했던 만큼
많이 원했던 만큼
잘해주지 못한날
미안해 용서해 이해해줘
끝까지 이기적인거
이것도 이해해줄래 우
바보같은 날 마지막까지 이렇게 음
마지막 까지 음
미안해"
잠시라도 우리,성시경,"2,173","가까스레 잠이 들다 애쓰던 잠은 떠났고
아직 타는 별 과거의 빛은 흐르고
몇 번의 사막을 거쳐 몇 번의 우기를 거쳐
고요를 거쳐 이제야 추억이 된 기억들
떠나간 모든 것은 시간따라 갔을 뿐
우릴 울리려 떠나간건 아냐 너도 같을거야
십년쯤 흘러가면 우린 어떻게 될까
만나지긴 할까 어떻게 서로를 기억해줄까
그걸로 충분해 서로 다른 그곳에서
잠시라도 우리 따뜻한 시간을 갖는다면
떠나간 모든 것은 시간따라 갔을 뿐
우릴 울리려 떠나간건 아냐 너도 같을거야
십년쯤 흘렀다고 그렇게 생각해봐
그때에 터트릴 웃음을 지금 질 수 있잖아
그걸로 충분해 서로 다른 그곳에서
잠시라도 우리 따뜻한 시간을 갖는다면
십년쯤 흘러가면 우린 어떻게 될까
만나지긴 할까 어떻게 서로를 기억해줄까
그걸로 충분해 서로 다른 곳에서
잠시라도 우리 따뜻한 시간을 갖는다면"
취중고백,김민석,"5,122","뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어 
친구들 만나서 오랜만에 
술을 좀 했는데 
자꾸만 니 얼굴 떠올라 
무작정 달려왔어 
이 맘 모르겠니 
요즘 난 미친 사람처럼 
너만 생각해 
대책없이 네가 점점 좋아져 
아냐 안 취했어 진짜야 
널 정말 사랑해 
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯 
주말엔 뭐할거냐며
너의 관심 끌던 나를 
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼 
너만 생각해 
대책없이 네가 점점 좋아져 
아냐 안 취했어 진짜야 
널 정말 사랑해 
진심이야 믿어줘 
갑자기 이런 말 놀랐다면 미안해 
부담이 되는게 당연해 
이해해 널 
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래 
후회없이 잘 해주고 싶은데 
그 후에도 니가 싫다면 
나 그때 포기할게
귀찮게 안할게 혼자 아플게 
진심이야 너를 사랑하고 있어"
